agency_id,asian,black,native_american,other,white,total,black_over_white
147,0.0588235294118,0.0764471939903,0.0,0.0571428571429,0.0793251974156,0.311959654179,0.963718925144
153,0.158798283262,0.0497108475962,0.0356876707792,0.0355871886121,0.0491665589869,0.0904024893734,1.01107030104
169,0.0203045685279,0.0529788838612,0.0588235294118,0.058949624866,0.0484789008832,0.138936195493,1.09282353552
171,0.0117302052786,0.0626597871055,0.04,0.0776322173702,0.0308797959893,0.0755374322024,2.02915158919
174,0.0526315789474,0.0827799911465,0.152173913043,0.0997679814385,0.0625277161863,0.26932257799,1.32389276621
177,0.00198363501116,0.0284508576096,0.01,0.00652883569097,0.0161144977472,0.0695667968395,1.7655441737
180,0.0478260869565,0.0461373390558,0.04,0.0474934036939,0.0307411907655,0.139457831325,1.50083122699
182,0.0217391304348,0.0880829015544,0.148148148148,0.142857142857,0.0419319125381,0.262355568502,2.10061731562
191,0.00532896890344,0.00883498689871,0.00639119393545,0.0125510450827,0.00614857127877,0.00760855022432,1.43691704921
198,0.00813008130081,0.0792205041305,0.0641025641026,0.0821428571429,0.0458877679111,0.140224385971,1.72639698414
205,0.05,0.113300492611,0.05,0.093023255814,0.0629664179104,0.407580335073,1.79937967524
207,0.0615384615385,0.12203934163,0.153846153846,0.12037037037,0.079749297601,0.272768493328,1.53028735426
208,0.0543933054393,0.0816489893936,0.0,0.121813031161,0.0433193342666,0.190510882433,1.88481634762
213,0.0,0.125793650794,0.115384615385,0.148967551622,0.100013681762,0.270783295886,1.2577644236
216,0.0,0.0810810810811,0.0,0.181818181818,0.0609375,0.380901094956,1.33056133056
220,0.0167322834646,0.0330157532308,0.0344827586207,0.0299727520436,0.0258830088002,0.0990864203421,1.27557632444
221,0.0357142857143,0.141067538126,0.142857142857,0.2,0.103760114231,0.36611874607,1.35955457616
224,0.015013878375,0.0506402629408,0.0538461538462,0.0411387796709,0.0293351039885,0.0426025907339,1.7262683971
225,0.108808290155,0.0970125281079,0.125,0.14095371669,0.093758987633,0.26120078845,1.034701105
235,0.0308370044053,0.0678329789291,0.0224719101124,0.060522696011,0.0441868095811,0.105754422616,1.5351409068
237,0.0430107526882,0.0841818181818,0.0821917808219,0.0869565217391,0.0697513413719,0.179214280379,1.20688457779
242,0.0,0.0361970941251,0.0192307692308,0.0543130990415,0.0172536323437,0.102630767197,2.09794050343
246,0.0333333333333,0.078626799557,0.107569721116,0.025974025974,0.0568454763811,0.576389995221,1.38316722038
250,0.00564971751412,0.097571633685,0.025,0.0878787878788,0.0523748159057,0.153655543494,1.86294943472
256,0.0144927536232,0.054892601432,0.0,0.0373831775701,0.0400369571913,0.495929945733,1.37104828346
260,0.0349794238683,0.0832603747155,0.156862745098,0.110571081409,0.0556725016619,0.123310421184,1.49553859141
265,0.0,0.0965517241379,0.25,0.0933333333333,0.078106624853,0.325043688668,1.23615281443
269,0.0192307692308,0.0173329368282,0.0909090909091,0.0212765957447,0.0203150112504,0.0976895857906,0.853208330264
274,0.0,0.0188434048083,0.0,0.0114155251142,0.0172565077508,0.182186234818,1.09195933965
284,0.0216606498195,0.0511870454234,0.0416666666667,0.0450236966825,0.0371165644172,0.156596373558,1.3790889924
289,0.0336185819071,0.102129451129,0.0592885375494,0.0536193029491,0.0696002664125,0.108160312471,1.46737155464
290,0.0212314225053,0.0881924822331,0.0,0.0635386119257,0.0518580649867,0.13048340713,1.7006512344
292,0.298850574713,0.179250720461,0.056338028169,0.36038961039,0.187883435583,0.615395151349,0.954052814209
294,0.0,0.0502885408079,0.0,0.0194174757282,0.020202020202,0.385707524846,2.48928276999
305,0.0217580504787,0.0825231505785,0.0575342465753,0.0517621145374,0.0352827308938,0.0705904146929,2.33891052331
307,0.0113636363636,0.0628231975725,0.0431654676259,0.0786516853933,0.0426631288622,0.108893324462,1.4725407922
308,0.00751879699248,0.0229270772002,0.0217669654289,0.0334517221442,0.0178970630351,0.02977294327,1.28105249198
