,Postal Code,Place Name,State,State Abbreviation,County,Latitude,Longitude,Unnamed: 7
27688,61431.0,Ellisville,Illinois,IL,Fulton,40.6047,-90.2875,-1.0
27689,61432.0,Fairview,Illinois,IL,Fulton,40.6442,-90.1653,-1.0
27690,61433.0,Fiatt,Illinois,IL,Fulton,40.4493,-90.1618,-1.0
27691,61434.0,Galva,Illinois,IL,Henry,41.1656,-90.0481,-1.0
27692,61435.0,Gerlaw,Illinois,IL,Warren,40.9863,-90.5491,-1.0
27693,61436.0,Gilson,Illinois,IL,Knox,40.8765,-90.1747,-1.0
27694,61437.0,Gladstone,Illinois,IL,Henderson,40.8377,-90.9941,-1.0
27695,61438.0,Good Hope,Illinois,IL,McDonough,40.5749,-90.6324,-1.0
27696,61439.0,Henderson,Illinois,IL,Knox,41.0276,-90.3575,-1.0
27697,61440.0,Industry,Illinois,IL,McDonough,40.3256,-90.6105,-1.0
27698,61441.0,Ipava,Illinois,IL,Fulton,40.3594,-90.2967,-1.0
27699,61442.0,Keithsburg,Illinois,IL,Mercer,41.1043,-90.9263,-1.0
27700,61443.0,Kewanee,Illinois,IL,Henry,41.2411,-89.9274,-1.0
27701,61447.0,Kirkwood,Illinois,IL,Warren,40.8638,-90.7457,-1.0
27702,61448.0,Knoxville,Illinois,IL,Knox,40.9107,-90.2871,-1.0
27703,61449.0,La Fayette,Illinois,IL,Stark,41.1095,-89.9575,-1.0
27704,61450.0,La Harpe,Illinois,IL,Hancock,40.5846,-90.9687,-1.0
27705,61451.0,Laura,Illinois,IL,Peoria,40.9335,-89.9349,-1.0
27706,61452.0,Littleton,Illinois,IL,Schuyler,40.2339,-90.619,-1.0
27707,61453.0,Little York,Illinois,IL,Warren,41.0153,-90.7364,-1.0
27708,61454.0,Lomax,Illinois,IL,Henderson,40.6761,-91.0391,-1.0
27709,61455.0,Macomb,Illinois,IL,McDonough,40.4617,-90.6787,-1.0
27710,61458.0,Maquon,Illinois,IL,Knox,40.7849,-90.2008,-1.0
27711,61459.0,Marietta,Illinois,IL,Fulton,40.4978,-90.3885,-1.0
27712,61460.0,Media,Illinois,IL,Henderson,40.7618,-90.857,-1.0
27713,61462.0,Monmouth,Illinois,IL,Warren,40.9107,-90.6448,-1.0
27714,61465.0,New Windsor,Illinois,IL,Mercer,41.1987,-90.4598,-1.0
27715,61466.0,North Henderson,Illinois,IL,Mercer,41.1006,-90.4736,-1.0
27716,61467.0,Oneida,Illinois,IL,Knox,41.0832,-90.2391,-1.0
27717,61468.0,Opheim,Illinois,IL,Henry,41.2577,-90.3878,-1.0
27718,61469.0,Oquawka,Illinois,IL,Henderson,40.9442,-90.9302,-1.0
27719,61470.0,Prairie City,Illinois,IL,McDonough,40.618,-90.4727,-1.0
