,Postal Code,Place Name,State,State Abbreviation,County,Latitude,Longitude,Unnamed: 7
20610,46537.0,Lapaz,Indiana,IN,Marshall,41.4599,-86.3102,-1.0
20611,46538.0,Leesburg,Indiana,IN,Kosciusko,41.3266,-85.816,-1.0
20612,46539.0,Mentone,Indiana,IN,Kosciusko,41.1615,-86.0299,-1.0
20613,46540.0,Middlebury,Indiana,IN,Elkhart,41.6754,-85.7114,-1.0
20614,46542.0,Milford,Indiana,IN,Kosciusko,41.4011,-85.8554,-1.0
20615,46543.0,Millersburg,Indiana,IN,Elkhart,41.5335,-85.7072,-1.0
20619,46550.0,Nappanee,Indiana,IN,Elkhart,41.4493,-85.9945,-1.0
20620,46552.0,New Carlisle,Indiana,IN,St. Joseph,41.7051,-86.4838,-1.0
20621,46553.0,New Paris,Indiana,IN,Elkhart,41.4917,-85.8338,-1.0
20622,46554.0,North Liberty,Indiana,IN,St. Joseph,41.5425,-86.4133,-1.0
20623,46555.0,North Webster,Indiana,IN,Kosciusko,41.3326,-85.7103,-1.0
20624,46556.0,Notre Dame,Indiana,IN,St. Joseph,41.5968,-86.293,-1.0
20625,46561.0,Osceola,Indiana,IN,St. Joseph,41.6695,-86.087,-1.0
20626,46562.0,Pierceton,Indiana,IN,Kosciusko,41.2124,-85.7061,-1.0
20627,46563.0,Plymouth,Indiana,IN,Marshall,41.353,-86.3015,-1.0
20628,46565.0,Shipshewana,Indiana,IN,LaGrange,41.6633,-85.5932,-1.0
20629,46566.0,Sidney,Indiana,IN,Kosciusko,41.1379,-85.8888,-1.0
20630,46567.0,Syracuse,Indiana,IN,Kosciusko,41.4065,-85.7184,-1.0
20631,46570.0,Tippecanoe,Indiana,IN,Marshall,41.2166,-86.1095,-1.0
20632,46571.0,Topeka,Indiana,IN,LaGrange,41.5634,-85.5317,-1.0
20633,46572.0,Tyner,Indiana,IN,Marshall,41.3255,-86.2606,-1.0
20634,46573.0,Wakarusa,Indiana,IN,Elkhart,41.5401,-86.0205,-1.0
20635,46574.0,Walkerton,Indiana,IN,St. Joseph,41.4457,-86.451,-1.0
20636,46580.0,Warsaw,Indiana,IN,Kosciusko,41.2438,-85.8508,-1.0
20637,46581.0,Warsaw,Indiana,IN,Kosciusko,41.2394,-85.8643,-1.0
20638,46582.0,Warsaw,Indiana,IN,Kosciusko,41.2842,-85.8547,-1.0
20639,46590.0,Winona Lake,Indiana,IN,Kosciusko,41.211,-85.8305,-1.0
20640,46595.0,Wyatt,Indiana,IN,St. Joseph,41.5181,-86.1652,-1.0
20661,46701.0,Albion,Indiana,IN,Noble,41.3482,-85.4142,-1.0
20662,46702.0,Andrews,Indiana,IN,Huntington,40.8618,-85.6067,-1.0
20664,46704.0,Arcola,Indiana,IN,Allen,41.1038,-85.2925,-1.0
20665,46705.0,Ashley,Indiana,IN,DeKalb,41.5347,-85.0504,-1.0
20667,46710.0,Avilla,Indiana,IN,Noble,41.3689,-85.2414,-1.0
20668,46711.0,Berne,Indiana,IN,Adams,40.6716,-84.9343,-1.0
20669,46713.0,Bippus,Indiana,IN,Huntington,40.8292,-85.4892,-1.0
20670,46714.0,Bluffton,Indiana,IN,Wells,40.7368,-85.1622,-1.0
20671,46720.0,Brimfield,Indiana,IN,Noble,41.3953,-85.4235,-1.0
20672,46721.0,Butler,Indiana,IN,DeKalb,41.4287,-84.8787,-1.0
20673,46723.0,Churubusco,Indiana,IN,Whitley,41.229,-85.3244,-1.0
20674,46725.0,Columbia City,Indiana,IN,Whitley,41.1619,-85.4737,-1.0
20675,46730.0,Corunna,Indiana,IN,DeKalb,41.4504,-85.137,-1.0
20676,46731.0,Craigville,Indiana,IN,Wells,40.793,-85.0904,-1.0
20677,46732.0,Cromwell,Indiana,IN,Noble,41.3751,-85.6031,-1.0
20680,46738.0,Garrett,Indiana,IN,DeKalb,41.3482,-85.1347,-1.0
20681,46740.0,Geneva,Indiana,IN,Adams,40.6071,-84.9621,-1.0
20682,46741.0,Grabill,Indiana,IN,Allen,41.2108,-84.9406,-1.0
20683,46742.0,Hamilton,Indiana,IN,Steuben,41.5566,-84.8951,-1.0
20684,46743.0,Harlan,Indiana,IN,Allen,41.2285,-84.8386,-1.0
20685,46744.0,Helmer,Indiana,IN,-1,41.5311,-85.1703,-1.0
20686,46745.0,Hoagland,Indiana,IN,Allen,40.9524,-85.0075,-1.0
20687,46746.0,Howe,Indiana,IN,LaGrange,41.7286,-85.4727,-1.0
20688,46747.0,Hudson,Indiana,IN,Steuben,41.5771,-85.1132,-1.0
20689,46748.0,Huntertown,Indiana,IN,Allen,41.2391,-85.1677,-1.0
20690,46750.0,Huntington,Indiana,IN,Huntington,40.8811,-85.5054,-1.0
20691,46755.0,Kendallville,Indiana,IN,Noble,41.4482,-85.2609,-1.0
20692,46759.0,Keystone,Indiana,IN,Wells,40.5897,-85.2767,-1.0
20693,46760.0,Kimmell,Indiana,IN,Noble,41.3631,-85.5187,-1.0
20694,46761.0,Lagrange,Indiana,IN,LaGrange,41.652,-85.404,-1.0
20695,46763.0,Laotto,Indiana,IN,Noble,41.2991,-85.1901,-1.0
20696,46764.0,Larwill,Indiana,IN,Whitley,41.1646,-85.6139,-1.0
20697,46765.0,Leo,Indiana,IN,Allen,41.2249,-85.0301,-1.0
20698,46766.0,Liberty Center,Indiana,IN,Wells,40.7002,-85.2774,-1.0
20699,46767.0,Ligonier,Indiana,IN,Noble,41.4662,-85.5927,-1.0
20700,46769.0,Linn Grove,Indiana,IN,Adams,40.7453,-84.9379,-1.0
20701,46770.0,Markle,Indiana,IN,Huntington,40.8331,-85.319,-1.0
20702,46771.0,Mongo,Indiana,IN,LaGrange,41.6655,-85.2676,-1.0
20703,46772.0,Monroe,Indiana,IN,Adams,40.7005,-84.8441,-1.0
20704,46773.0,Monroeville,Indiana,IN,Allen,40.987,-84.8937,-1.0
20705,46774.0,New Haven,Indiana,IN,Allen,41.0699,-85.0117,-1.0
20706,46776.0,Orland,Indiana,IN,Steuben,41.7309,-85.1465,-1.0
20708,46778.0,Petroleum,Indiana,IN,Wells,40.6114,-85.1526,-1.0
20709,46779.0,Pleasant Lake,Indiana,IN,Steuben,41.5843,-85.0213,-1.0
20710,46780.0,Pleasant Mills,Indiana,IN,Adams,40.7453,-84.9379,-1.0
20711,46781.0,Poneto,Indiana,IN,Wells,40.6419,-85.2562,-1.0
20712,46782.0,Preble,Indiana,IN,Adams,40.832,-85.0054,-1.0
20713,46783.0,Roanoke,Indiana,IN,Huntington,40.96,-85.3526,-1.0
20714,46784.0,Rome City,Indiana,IN,Noble,41.4849,-85.3743,-1.0
20715,46785.0,Saint Joe,Indiana,IN,DeKalb,41.324,-84.9042,-1.0
20716,46786.0,South Milford,Indiana,IN,LaGrange,41.5369,-85.3192,-1.0
20717,46787.0,South Whitley,Indiana,IN,Whitley,41.0726,-85.6143,-1.0
20718,46788.0,Spencerville,Indiana,IN,DeKalb,41.2696,-84.9398,-1.0
20719,46789.0,Stroh,Indiana,IN,LaGrange,41.5835,-85.1992,-1.0
20720,46791.0,Uniondale,Indiana,IN,Wells,40.8369,-85.2403,-1.0
20721,46792.0,Warren,Indiana,IN,Huntington,40.6886,-85.4183,-1.0
20722,46793.0,Waterloo,Indiana,IN,DeKalb,41.4402,-85.0221,-1.0
20723,46794.0,Wawaka,Indiana,IN,Noble,41.4833,-85.4804,-1.0
20724,46795.0,Wolcottville,Indiana,IN,LaGrange,41.557,-85.315,-1.0
20725,46796.0,Wolflake,Indiana,IN,Noble,41.3361,-85.5002,-1.0
20726,46797.0,Woodburn,Indiana,IN,Allen,41.1361,-84.8929,-1.0
20727,46798.0,Yoder,Indiana,IN,Allen,40.9371,-85.1958,-1.0
20728,46799.0,Zanesville,Indiana,IN,Allen,40.9188,-85.2824,-1.0
20776,46910.0,Akron,Indiana,IN,Fulton,41.0389,-86.0395,-1.0
20777,46911.0,Amboy,Indiana,IN,Miami,40.6105,-85.9497,-1.0
20778,46912.0,Athens,Indiana,IN,Fulton,41.041,-86.2069,-1.0
20779,46913.0,Bringhurst,Indiana,IN,Carroll,40.5163,-86.5204,-1.0
20780,46914.0,Bunker Hill,Indiana,IN,Miami,40.6423,-86.0962,-1.0
20781,46915.0,Burlington,Indiana,IN,Carroll,40.4777,-86.3866,-1.0
20782,46916.0,Burrows,Indiana,IN,Carroll,40.5843,-86.574,-1.0
20783,46917.0,Camden,Indiana,IN,Carroll,40.5996,-86.5152,-1.0
20784,46919.0,Converse,Indiana,IN,Miami,40.577,-85.8763,-1.0
20785,46920.0,Cutler,Indiana,IN,Carroll,40.4785,-86.4462,-1.0
20786,46921.0,Deedsville,Indiana,IN,Miami,40.9605,-86.1291,-1.0
20787,46922.0,Delong,Indiana,IN,Fulton,41.041,-86.2069,-1.0
20788,46923.0,Delphi,Indiana,IN,Carroll,40.5734,-86.6788,-1.0
20789,46925.0,Denham,Indiana,IN,-1,41.1519,-86.7135,-1.0
20790,46926.0,Denver,Indiana,IN,Miami,40.867,-86.0752,-1.0
20791,46928.0,Fairmount,Indiana,IN,Grant,40.4188,-85.6713,-1.0
20792,46929.0,Flora,Indiana,IN,Carroll,40.5445,-86.5016,-1.0
20793,46930.0,Fowlerton,Indiana,IN,Grant,40.4099,-85.571,-1.0
20794,46931.0,Fulton,Indiana,IN,Fulton,40.9484,-86.2658,-1.0
20795,46932.0,Galveston,Indiana,IN,Cass,40.5862,-86.1972,-1.0
20796,46933.0,Gas City,Indiana,IN,Grant,40.4879,-85.6055,-1.0
20797,46935.0,Grass Creek,Indiana,IN,Fulton,41.041,-86.2069,-1.0
20798,46936.0,Greentown,Indiana,IN,Howard,40.4791,-85.9582,-1.0
20799,46937.0,Hemlock,Indiana,IN,Howard,40.4187,-86.0181,-1.0
20800,46938.0,Jonesboro,Indiana,IN,Grant,40.4815,-85.6365,-1.0
20801,46939.0,Kewanna,Indiana,IN,Fulton,41.0087,-86.4061,-1.0
20802,46940.0,La Fontaine,Indiana,IN,Wabash,40.6909,-85.6971,-1.0
20803,46941.0,Lagro,Indiana,IN,Wabash,40.8199,-85.7204,-1.0
20804,46942.0,Lake Cicott,Indiana,IN,Cass,40.7361,-86.3734,-1.0
20805,46943.0,Laketon,Indiana,IN,Wabash,40.9743,-85.8375,-1.0
20806,46944.0,Landess,Indiana,IN,-1,40.6108,-85.5611,-1.0
20807,46945.0,Leiters Ford,Indiana,IN,Fulton,41.041,-86.2069,-1.0
20808,46946.0,Liberty Mills,Indiana,IN,Wabash,41.0356,-85.7358,-1.0
20810,46950.0,Lucerne,Indiana,IN,Cass,40.8614,-86.4077,-1.0
20811,46951.0,Macy,Indiana,IN,Miami,40.9618,-86.1264,-1.0
20814,46957.0,Matthews,Indiana,IN,Grant,40.3898,-85.4766,-1.0
20815,46958.0,Mexico,Indiana,IN,Miami,40.8224,-86.1162,-1.0
20816,46959.0,Miami,Indiana,IN,Miami,40.6147,-86.1064,-1.0
20817,46960.0,Monterey,Indiana,IN,Pulaski,41.1383,-86.5179,-1.0
20818,46961.0,New Waverly,Indiana,IN,Cass,40.7621,-86.1936,-1.0
20820,46965.0,Oakford,Indiana,IN,Howard,40.4127,-86.1015,-1.0
20821,46967.0,Onward,Indiana,IN,Cass,40.6947,-86.1951,-1.0
20822,46968.0,Ora,Indiana,IN,Starke,41.1756,-86.5543,-1.0
20824,46971.0,Grissom Afb,Indiana,IN,Miami,40.781,-86.0164,-1.0
20825,46974.0,Roann,Indiana,IN,Wabash,40.9482,-85.9301,-1.0
20826,46975.0,Rochester,Indiana,IN,Fulton,41.0655,-86.231,-1.0
20827,46977.0,Rockfield,Indiana,IN,Carroll,40.5843,-86.574,-1.0
20828,46978.0,Royal Center,Indiana,IN,Cass,40.8645,-86.5078,-1.0
20829,46979.0,Russiaville,Indiana,IN,Howard,40.4151,-86.2675,-1.0
20830,46980.0,Servia,Indiana,IN,Wabash,40.8489,-85.7925,-1.0
20831,46982.0,Silver Lake,Indiana,IN,Kosciusko,41.0743,-85.8792,-1.0
20832,46983.0,Sims,Indiana,IN,-1,40.5006,-85.856,-1.0
20833,46984.0,Somerset,Indiana,IN,Wabash,40.6714,-85.8288,-1.0
20834,46985.0,Star City,Indiana,IN,Pulaski,40.9602,-86.5404,-1.0
20835,46986.0,Swayzee,Indiana,IN,Grant,40.5112,-85.8265,-1.0
20836,46987.0,Sweetser,Indiana,IN,Grant,40.5647,-85.7656,-1.0
20837,46988.0,Twelve Mile,Indiana,IN,Cass,40.8547,-86.2126,-1.0
20838,46989.0,Upland,Indiana,IN,Grant,40.4548,-85.499,-1.0
20839,46990.0,Urbana,Indiana,IN,Wabash,40.8987,-85.7485,-1.0
20840,46991.0,Van Buren,Indiana,IN,Grant,40.6174,-85.5148,-1.0
20841,46992.0,Wabash,Indiana,IN,Wabash,40.7909,-85.8321,-1.0
20842,46994.0,Walton,Indiana,IN,Cass,40.6772,-86.2805,-1.0
20843,46995.0,West Middleton,Indiana,IN,Howard,40.4421,-86.2155,-1.0
20844,46996.0,Winamac,Indiana,IN,Pulaski,41.0562,-86.6307,-1.0
20845,46998.0,Young America,Indiana,IN,Cass,40.866,-86.226,-1.0
20846,47001.0,Aurora,Indiana,IN,Dearborn,39.0719,-84.9452,-1.0
20847,47003.0,West College Corner,Indiana,IN,Franklin,39.5159,-84.863,-1.0
20848,47006.0,Batesville,Indiana,IN,Ripley,39.3001,-85.2221,-1.0
20849,47010.0,Bath,Indiana,IN,Franklin,39.4992,-84.836,-1.0
20850,47011.0,Bennington,Indiana,IN,Switzerland,38.876,-85.0719,-1.0
20851,47012.0,Brookville,Indiana,IN,Franklin,39.4213,-84.9994,-1.0
20852,47016.0,Cedar Grove,Indiana,IN,Franklin,39.3459,-84.8924,-1.0
20853,47017.0,Cross Plains,Indiana,IN,Ripley,38.949,-85.2122,-1.0
20854,47018.0,Dillsboro,Indiana,IN,Dearborn,38.9962,-85.055,-1.0
20855,47019.0,East Enterprise,Indiana,IN,Switzerland,38.8686,-84.926,-1.0
20856,47020.0,Florence,Indiana,IN,Switzerland,38.8224,-84.9399,-1.0
20857,47021.0,Friendship,Indiana,IN,Ripley,38.9703,-85.1504,-1.0
20858,47022.0,Guilford,Indiana,IN,Dearborn,39.2059,-84.9616,-1.0
20859,47023.0,Holton,Indiana,IN,Ripley,39.0498,-85.3739,-1.0
20860,47024.0,Laurel,Indiana,IN,Franklin,39.4916,-85.208,-1.0
20861,47025.0,Lawrenceburg,Indiana,IN,Dearborn,39.1401,-84.8658,-1.0
20862,47030.0,Metamora,Indiana,IN,Franklin,39.4288,-85.1504,-1.0
20863,47031.0,Milan,Indiana,IN,Ripley,39.1503,-85.1324,-1.0
20864,47032.0,Moores Hill,Indiana,IN,Dearborn,39.0945,-85.0638,-1.0
20865,47033.0,Morris,Indiana,IN,Ripley,39.2814,-85.1739,-1.0
20866,47034.0,Napoleon,Indiana,IN,Ripley,39.2048,-85.327,-1.0
20867,47035.0,New Trenton,Indiana,IN,Franklin,39.31,-84.9007,-1.0
20868,47036.0,Oldenburg,Indiana,IN,Franklin,39.3862,-85.2385,-1.0
20869,47037.0,Osgood,Indiana,IN,Ripley,39.1573,-85.2938,-1.0
20870,47038.0,Patriot,Indiana,IN,Switzerland,38.8537,-84.8515,-1.0
20871,47039.0,Pierceville,Indiana,IN,Ripley,39.1116,-85.2551,-1.0
20872,47040.0,Rising Sun,Indiana,IN,Ohio,38.9567,-84.8807,-1.0
20873,47041.0,Sunman,Indiana,IN,Ripley,39.2623,-85.1159,-1.0
20875,47043.0,Vevay,Indiana,IN,Switzerland,38.7724,-85.0852,-1.0
20876,47060.0,West Harrison,Indiana,IN,Dearborn,39.3008,-84.881,-1.0
20877,47102.0,Austin,Indiana,IN,Scott,38.7478,-85.7962,-1.0
20878,47104.0,Bethlehem,Indiana,IN,Clark,38.5399,-85.4218,-1.0
20879,47106.0,Borden,Indiana,IN,Clark,38.4362,-85.9215,-1.0
20880,47107.0,Bradford,Indiana,IN,Harrison,38.1903,-86.1153,-1.0
20881,47108.0,Campbellsburg,Indiana,IN,Washington,38.669,-86.2358,-1.0
20882,47110.0,Central,Indiana,IN,Harrison,38.097,-86.1723,-1.0
20885,47114.0,Crandall,Indiana,IN,Harrison,38.2883,-86.0718,-1.0
20886,47115.0,Depauw,Indiana,IN,Harrison,38.3361,-86.2109,-1.0
20887,47116.0,Eckerty,Indiana,IN,Crawford,38.3185,-86.6059,-1.0
20888,47117.0,Elizabeth,Indiana,IN,Harrison,38.1244,-85.9589,-1.0
20890,47119.0,Floyds Knobs,Indiana,IN,Floyd,38.351,-85.8996,-1.0
20891,47120.0,Fredericksburg,Indiana,IN,Washington,38.4821,-86.1783,-1.0
20892,47122.0,Georgetown,Indiana,IN,Floyd,38.3029,-85.9617,-1.0
20893,47123.0,Grantsburg,Indiana,IN,Crawford,38.282,-86.4843,-1.0
20894,47124.0,Greenville,Indiana,IN,Floyd,38.3535,-86.0083,-1.0
20895,47125.0,Hardinsburg,Indiana,IN,Washington,38.4626,-86.318,-1.0
20896,47126.0,Henryville,Indiana,IN,Clark,38.5398,-85.7734,-1.0
20897,47129.0,Clarksville,Indiana,IN,Clark,38.311,-85.7645,-1.0
20903,47135.0,Laconia,Indiana,IN,Harrison,38.0527,-86.0844,-1.0
20904,47136.0,Lanesville,Indiana,IN,Harrison,38.2448,-85.9593,-1.0
20906,47138.0,Lexington,Indiana,IN,Scott,38.6506,-85.6589,-1.0
20907,47139.0,Little York,Indiana,IN,Washington,38.6007,-86.0788,-1.0
20908,47140.0,Marengo,Indiana,IN,Crawford,38.3736,-86.3578,-1.0
20909,47141.0,Marysville,Indiana,IN,Clark,38.5545,-85.6308,-1.0
20910,47142.0,Mauckport,Indiana,IN,Harrison,38.0437,-86.1846,-1.0
20911,47143.0,Memphis,Indiana,IN,Clark,38.4642,-85.7775,-1.0
20913,47145.0,Milltown,Indiana,IN,Crawford,38.3445,-86.3003,-1.0
20914,47146.0,Mount Saint Francis,Indiana,IN,Floyd,38.2985,-85.897,-1.0
20915,47147.0,Nabb,Indiana,IN,Clark,38.6128,-85.5217,-1.0
20918,47160.0,New Middletown,Indiana,IN,Harrison,38.1645,-86.051,-1.0
20919,47161.0,New Salisbury,Indiana,IN,Harrison,38.3399,-86.0887,-1.0
20920,47162.0,New Washington,Indiana,IN,Clark,38.5575,-85.4599,-1.0
20921,47163.0,Otisco,Indiana,IN,Clark,38.5423,-85.6647,-1.0
20922,47164.0,Palmyra,Indiana,IN,Harrison,38.4105,-86.0888,-1.0
20923,47165.0,Pekin,Indiana,IN,Washington,38.4931,-86.017,-1.0
20924,47166.0,Ramsey,Indiana,IN,Harrison,38.3034,-86.169,-1.0
20926,47170.0,Scottsburg,Indiana,IN,Scott,38.6885,-85.7987,-1.0
20927,47172.0,Sellersburg,Indiana,IN,Clark,38.4046,-85.788,-1.0
20928,47174.0,Sulphur,Indiana,IN,Crawford,38.2259,-86.4908,-1.0
20929,47175.0,Taswell,Indiana,IN,Crawford,38.3463,-86.5387,-1.0
20930,47177.0,Underwood,Indiana,IN,Clark,38.5848,-85.7486,-1.0
20933,47201.0,Columbus,Indiana,IN,Bartholomew,39.2055,-85.9317,-1.0
20934,47202.0,Columbus,Indiana,IN,Bartholomew,39.193,-85.8852,-1.0
20935,47203.0,Columbus,Indiana,IN,Bartholomew,39.2301,-85.8855,-1.0
20936,47220.0,Brownstown,Indiana,IN,Jackson,38.8836,-86.0486,-1.0
20937,47222.0,Burney,Indiana,IN,-1,39.3046,-85.5318,-1.0
20938,47223.0,Butlerville,Indiana,IN,Jennings,39.0491,-85.4789,-1.0
20939,47224.0,Canaan,Indiana,IN,Jefferson,38.887,-85.2213,-1.0
20940,47225.0,Clarksburg,Indiana,IN,Decatur,39.4241,-85.3477,-1.0
20941,47226.0,Clifford,Indiana,IN,Bartholomew,39.2826,-85.8685,-1.0
20942,47227.0,Commiskey,Indiana,IN,Jennings,38.8526,-85.6434,-1.0
20943,47228.0,Cortland,Indiana,IN,Jackson,38.9745,-85.9628,-1.0
20944,47229.0,Crothersville,Indiana,IN,Jackson,38.8067,-85.847,-1.0
20945,47230.0,Deputy,Indiana,IN,Jefferson,38.7759,-85.6304,-1.0
20946,47231.0,Dupont,Indiana,IN,Jefferson,38.8905,-85.5092,-1.0
20947,47232.0,Elizabethtown,Indiana,IN,Bartholomew,39.1243,-85.8153,-1.0
20948,47234.0,Flat Rock,Indiana,IN,Shelby,39.3774,-85.7679,-1.0
20949,47235.0,Freetown,Indiana,IN,Jackson,38.9957,-86.1241,-1.0
20950,47236.0,Grammer,Indiana,IN,Bartholomew,39.1522,-85.7261,-1.0
20951,47240.0,Greensburg,Indiana,IN,Decatur,39.2998,-85.4918,-1.0
20952,47243.0,Hanover,Indiana,IN,Jefferson,38.7138,-85.4763,-1.0
20953,47244.0,Hartsville,Indiana,IN,Bartholomew,39.2186,-85.7176,-1.0
20954,47245.0,Hayden,Indiana,IN,Jennings,39.0013,-85.6199,-1.0
20955,47246.0,Hope,Indiana,IN,Bartholomew,39.2573,-85.7665,-1.0
20956,47247.0,Jonesville,Indiana,IN,Bartholomew,39.0593,-85.8886,-1.0
20957,47249.0,Kurtz,Indiana,IN,Jackson,38.898,-86.0567,-1.0
20958,47250.0,Madison,Indiana,IN,Jefferson,38.7649,-85.407,-1.0
20959,47260.0,Medora,Indiana,IN,Jackson,38.8255,-86.1897,-1.0
20960,47261.0,Millhousen,Indiana,IN,Decatur,39.292,-85.4918,-1.0
20961,47262.0,Nebraska,Indiana,IN,Jennings,39.0013,-85.6199,-1.0
20962,47263.0,New Point,Indiana,IN,Decatur,39.3083,-85.3297,-1.0
20963,47264.0,Norman,Indiana,IN,Jackson,38.93,-86.2079,-1.0
20964,47265.0,North Vernon,Indiana,IN,Jennings,39.0018,-85.6272,-1.0
20965,47270.0,Paris Crossing,Indiana,IN,Jennings,38.8558,-85.7487,-1.0
20966,47272.0,Saint Paul,Indiana,IN,Decatur,39.4277,-85.5994,-1.0
20967,47273.0,Scipio,Indiana,IN,Jennings,39.0665,-85.7129,-1.0
20968,47274.0,Seymour,Indiana,IN,Jackson,38.9571,-85.8825,-1.0
20969,47280.0,Taylorsville,Indiana,IN,Bartholomew,39.2953,-85.9498,-1.0
20970,47281.0,Vallonia,Indiana,IN,Jackson,38.8174,-86.069,-1.0
20971,47282.0,Vernon,Indiana,IN,Jennings,38.9825,-85.6166,-1.0
20972,47283.0,Westport,Indiana,IN,Decatur,39.1749,-85.5856,-1.0
20980,47320.0,Albany,Indiana,IN,Delaware,40.292,-85.258,-1.0
20981,47322.0,Bentonville,Indiana,IN,Fayette,39.657,-85.168,-1.0
20982,47324.0,Boston,Indiana,IN,Wayne,39.7579,-84.8484,-1.0
20983,47325.0,Brownsville,Indiana,IN,Union,39.6845,-84.9881,-1.0
20984,47326.0,Bryant,Indiana,IN,Jay,40.5446,-84.9117,-1.0
20985,47327.0,Cambridge City,Indiana,IN,Wayne,39.8182,-85.1685,-1.0
20986,47330.0,Centerville,Indiana,IN,Wayne,39.8081,-85.0032,-1.0
20988,47334.0,Daleville,Indiana,IN,Delaware,40.1257,-85.511,-1.0
20989,47335.0,Dublin,Indiana,IN,Wayne,39.8127,-85.2044,-1.0
20990,47336.0,Dunkirk,Indiana,IN,Jay,40.3883,-85.2255,-1.0
20991,47337.0,Dunreith,Indiana,IN,Henry,39.8031,-85.4371,-1.0
20992,47338.0,Eaton,Indiana,IN,Delaware,40.3377,-85.3544,-1.0
20993,47339.0,Economy,Indiana,IN,Wayne,39.961,-85.1023,-1.0
20994,47340.0,Farmland,Indiana,IN,Randolph,40.1945,-85.1254,-1.0
20995,47341.0,Fountain City,Indiana,IN,Wayne,39.9634,-84.909,-1.0
20996,47342.0,Gaston,Indiana,IN,Delaware,40.2948,-85.4898,-1.0
20997,47344.0,Greensboro,Indiana,IN,Henry,39.8789,-85.464,-1.0
20998,47345.0,Greens Fork,Indiana,IN,Wayne,39.8916,-85.0494,-1.0
20999,47346.0,Hagerstown,Indiana,IN,Wayne,39.9228,-85.1601,-1.0
21000,47348.0,Hartford City,Indiana,IN,Blackford,40.4541,-85.3758,-1.0
21001,47351.0,Kennard,Indiana,IN,Henry,39.904,-85.5205,-1.0
21002,47352.0,Lewisville,Indiana,IN,Henry,39.8283,-85.3621,-1.0
21003,47353.0,Liberty,Indiana,IN,Union,39.6126,-84.9089,-1.0
21004,47354.0,Losantville,Indiana,IN,Randolph,40.0475,-85.2108,-1.0
21005,47355.0,Lynn,Indiana,IN,Randolph,40.0519,-84.93,-1.0
21007,47357.0,Milton,Indiana,IN,Wayne,39.7763,-85.1423,-1.0
21008,47358.0,Modoc,Indiana,IN,Randolph,40.0582,-85.0919,-1.0
21009,47359.0,Montpelier,Indiana,IN,Blackford,40.5577,-85.2513,-1.0
21010,47360.0,Mooreland,Indiana,IN,Henry,39.9941,-85.2581,-1.0
21011,47361.0,Mount Summit,Indiana,IN,Henry,40.0042,-85.3851,-1.0
21012,47362.0,New Castle,Indiana,IN,Henry,39.9208,-85.3663,-1.0
21013,47366.0,New Lisbon,Indiana,IN,Henry,39.9318,-85.3986,-1.0
21014,47367.0,Oakville,Indiana,IN,Delaware,40.0792,-85.39,-1.0
21015,47368.0,Parker City,Indiana,IN,Randolph,40.1938,-85.1963,-1.0
21016,47369.0,Pennville,Indiana,IN,Jay,40.5082,-85.1492,-1.0
21017,47370.0,Pershing,Indiana,IN,Wayne,39.8613,-85.1474,-1.0
21019,47373.0,Redkey,Indiana,IN,Jay,40.3265,-85.162,-1.0
21022,47380.0,Ridgeville,Indiana,IN,Randolph,40.2804,-85.0371,-1.0
21023,47381.0,Salamonia,Indiana,IN,Jay,40.3818,-84.8669,-1.0
21024,47382.0,Saratoga,Indiana,IN,Randolph,40.2347,-84.9185,-1.0
21025,47383.0,Selma,Indiana,IN,Delaware,40.1693,-85.2738,-1.0
21026,47384.0,Shirley,Indiana,IN,Henry,39.9158,-85.5182,-1.0
21027,47385.0,Spiceland,Indiana,IN,Henry,39.8271,-85.445,-1.0
21028,47386.0,Springport,Indiana,IN,Henry,40.0527,-85.3833,-1.0
21029,47387.0,Straughn,Indiana,IN,Henry,39.8319,-85.2724,-1.0
21030,47388.0,Sulphur Springs,Indiana,IN,Henry,40.006,-85.4434,-1.0
21031,47390.0,Union City,Indiana,IN,Randolph,40.2024,-84.8268,-1.0
21032,47392.0,Webster,Indiana,IN,Wayne,39.9119,-84.9351,-1.0
21033,47393.0,Williamsburg,Indiana,IN,Wayne,39.958,-84.9984,-1.0
21034,47394.0,Winchester,Indiana,IN,Randolph,40.1696,-85.0044,-1.0
21035,47396.0,Yorktown,Indiana,IN,Delaware,40.1836,-85.496,-1.0
21036,47401.0,Bloomington,Indiana,IN,Monroe,39.1401,-86.5083,-1.0
21037,47402.0,Bloomington,Indiana,IN,Monroe,39.1732,-86.5015,-1.0
21038,47403.0,Bloomington,Indiana,IN,Monroe,39.1263,-86.5769,-1.0
21039,47404.0,Bloomington,Indiana,IN,Monroe,39.195,-86.5757,-1.0
21040,47405.0,Bloomington,Indiana,IN,Monroe,39.1682,-86.5186,-1.0
21041,47406.0,Bloomington,Indiana,IN,Monroe,39.1745,-86.5183,-1.0
21042,47407.0,Bloomington,Indiana,IN,Monroe,39.1732,-86.5015,-1.0
21043,47408.0,Bloomington,Indiana,IN,Monroe,39.2303,-86.4692,-1.0
21044,47420.0,Avoca,Indiana,IN,Lawrence,38.9132,-86.5489,-1.0
21045,47421.0,Bedford,Indiana,IN,Lawrence,38.8729,-86.4871,-1.0
21047,47426.0,Clear Creek,Indiana,IN,Monroe,39.1732,-86.5015,-1.0
21048,47427.0,Coal City,Indiana,IN,Owen,39.2573,-86.9883,-1.0
