,Postal Code,Place Name,State,State Abbreviation,County,Latitude,Longitude,Unnamed: 7
8240,20622.0,Charlotte Hall,Maryland,MD,St. Mary's,38.475,-76.8038,-1.0
8241,20623.0,Cheltenham,Maryland,MD,Prince George's,38.7531,-76.8369,-1.0
8242,20624.0,Clements,Maryland,MD,St. Mary's,38.3407,-76.7264,-1.0
8243,20625.0,Cobb Island,Maryland,MD,Charles,38.262,-76.8502,-1.0
8244,20626.0,Coltons Point,Maryland,MD,St. Mary's,38.237,-76.7646,-1.0
8245,20627.0,Compton,Maryland,MD,St. Mary's,38.2768,-76.704,-1.0
8246,20628.0,Dameron,Maryland,MD,St. Mary's,38.1533,-76.3575,-1.0
8247,20629.0,Dowell,Maryland,MD,Calvert,38.3364,-76.4524,-1.0
8248,20630.0,Drayden,Maryland,MD,St. Mary's,38.1719,-76.4731,-1.0
8249,20632.0,Faulkner,Maryland,MD,Charles,38.4382,-76.9729,-1.0
8250,20634.0,Great Mills,Maryland,MD,St. Mary's,38.2674,-76.4954,-1.0
8251,20635.0,Helen,Maryland,MD,St. Mary's,38.3121,-76.6077,-1.0
8252,20636.0,Hollywood,Maryland,MD,St. Mary's,38.3524,-76.5626,-1.0
8253,20637.0,Hughesville,Maryland,MD,Charles,38.5207,-76.7817,-1.0
8254,20639.0,Huntingtown,Maryland,MD,Calvert,38.6095,-76.6003,-1.0
8255,20640.0,Indian Head,Maryland,MD,Charles,38.454,-77.0528,-1.0
8256,20643.0,Ironsides,Maryland,MD,Charles,38.5039,-77.1483,-1.0
8257,20645.0,Issue,Maryland,MD,Charles,38.2926,-76.9059,-1.0
8260,20653.0,Lexington Park,Maryland,MD,St. Mary's,38.2495,-76.4529,-1.0
8261,20656.0,Loveville,Maryland,MD,St. Mary's,38.3593,-76.6833,-1.0
8262,20657.0,Lusby,Maryland,MD,Calvert,38.3661,-76.4346,-1.0
8263,20658.0,Marbury,Maryland,MD,Charles,38.5633,-77.1596,-1.0
8264,20659.0,Mechanicsville,Maryland,MD,St. Mary's,38.4293,-76.7254,-1.0
8265,20660.0,Morganza,Maryland,MD,St. Mary's,38.364,-76.6941,-1.0
8266,20661.0,Mount Victoria,Maryland,MD,Charles,38.3436,-76.8846,-1.0
8267,20662.0,Nanjemoy,Maryland,MD,Charles,38.4462,-77.1983,-1.0
8268,20664.0,Newburg,Maryland,MD,Charles,38.3298,-76.9175,-1.0
8269,20667.0,Park Hall,Maryland,MD,St. Mary's,38.2177,-76.4429,-1.0
8270,20670.0,Patuxent River,Maryland,MD,St. Mary's,38.2791,-76.4381,-1.0
8271,20674.0,Piney Point,Maryland,MD,St. Mary's,38.1397,-76.5047,-1.0
8272,20675.0,Pomfret,Maryland,MD,Charles,38.5855,-77.0093,-1.0
8273,20676.0,Port Republic,Maryland,MD,Calvert,38.4952,-76.5349,-1.0
8274,20677.0,Port Tobacco,Maryland,MD,Charles,38.4994,-77.0419,-1.0
8276,20680.0,Ridge,Maryland,MD,St. Mary's,38.1169,-76.3711,-1.0
8277,20682.0,Rock Point,Maryland,MD,Charles,38.2836,-76.8481,-1.0
8278,20684.0,Saint Inigoes,Maryland,MD,St. Mary's,38.1441,-76.4083,-1.0
8279,20685.0,Saint Leonard,Maryland,MD,Calvert,38.4501,-76.511,-1.0
8280,20686.0,Saint Marys City,Maryland,MD,St. Mary's,38.1888,-76.4207,-1.0
8281,20687.0,Scotland,Maryland,MD,St. Mary's,38.0828,-76.3477,-1.0
8282,20688.0,Solomons,Maryland,MD,Calvert,38.3293,-76.4651,-1.0
8283,20689.0,Sunderland,Maryland,MD,Calvert,38.649,-76.5767,-1.0
8284,20690.0,Tall Timbers,Maryland,MD,St. Mary's,38.1653,-76.5399,-1.0
8285,20692.0,Valley Lee,Maryland,MD,St. Mary's,38.1899,-76.5087,-1.0
8286,20693.0,Welcome,Maryland,MD,Charles,38.4672,-77.095,-1.0
8287,20695.0,White Plains,Maryland,MD,Charles,38.5974,-76.9903,-1.0
8288,20697.0,Southern Md Facility,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8289,20701.0,Annapolis Junction,Maryland,MD,Howard,39.1332,-76.7988,-1.0
8290,20703.0,Lanham,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8291,20704.0,Beltsville,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8292,20705.0,Beltsville,Maryland,MD,Prince George's,39.0455,-76.9242,-1.0
8293,20706.0,Lanham,Maryland,MD,Prince George's,38.9675,-76.8551,-1.0
8294,20707.0,Laurel,Maryland,MD,Prince George's,39.1077,-76.872,-1.0
8295,20708.0,Laurel,Maryland,MD,Prince George's,39.0499,-76.8345,-1.0
8296,20709.0,Laurel,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8297,20710.0,Bladensburg,Maryland,MD,Prince George's,38.9421,-76.9261,-1.0
8298,20711.0,Lothian,Maryland,MD,Anne Arundel,38.8029,-76.6628,-1.0
8300,20714.0,North Beach,Maryland,MD,Calvert,38.7119,-76.5367,-1.0
8301,20715.0,Bowie,Maryland,MD,Prince George's,38.9797,-76.7435,-1.0
8302,20716.0,Bowie,Maryland,MD,Prince George's,38.9263,-76.7098,-1.0
8303,20717.0,Bowie,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8304,20718.0,Bowie,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8305,20719.0,Bowie,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8306,20720.0,Bowie,Maryland,MD,Prince George's,38.9885,-76.791,-1.0
8307,20721.0,Bowie,Maryland,MD,Prince George's,38.9194,-76.7871,-1.0
8308,20722.0,Brentwood,Maryland,MD,Prince George's,38.9407,-76.9531,-1.0
8309,20723.0,Laurel,Maryland,MD,Howard,39.1208,-76.8434,-1.0
8310,20724.0,Laurel,Maryland,MD,Anne Arundel,39.0958,-76.8155,-1.0
8311,20725.0,Laurel,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8312,20726.0,Laurel,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8313,20731.0,Capitol Heights,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8314,20732.0,Chesapeake Beach,Maryland,MD,Calvert,38.6698,-76.5376,-1.0
8315,20733.0,Churchton,Maryland,MD,Anne Arundel,38.8018,-76.5248,-1.0
8316,20735.0,Clinton,Maryland,MD,Prince George's,38.7549,-76.9026,-1.0
8317,20736.0,Owings,Maryland,MD,Calvert,38.6955,-76.6061,-1.0
8318,20737.0,Riverdale,Maryland,MD,Prince George's,38.9601,-76.9147,-1.0
8319,20738.0,Riverdale,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8320,20740.0,College Park,Maryland,MD,Prince George's,38.9963,-76.9299,-1.0
8321,20741.0,College Park,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8322,20742.0,College Park,Maryland,MD,Prince George's,38.9896,-76.9457,-1.0
8323,20743.0,Capitol Heights,Maryland,MD,Prince George's,38.8897,-76.8925,-1.0
8324,20744.0,Fort Washington,Maryland,MD,Prince George's,38.7587,-76.9835,-1.0
8325,20745.0,Oxon Hill,Maryland,MD,Prince George's,38.8108,-76.9898,-1.0
8326,20746.0,Suitland,Maryland,MD,Prince George's,38.8425,-76.9222,-1.0
8327,20747.0,District Heights,Maryland,MD,Prince George's,38.8539,-76.8891,-1.0
8328,20748.0,Temple Hills,Maryland,MD,Prince George's,38.8222,-76.9478,-1.0
8329,20749.0,Fort Washington,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8330,20750.0,Oxon Hill,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8331,20751.0,Deale,Maryland,MD,Anne Arundel,38.7829,-76.5515,-1.0
8332,20752.0,Suitland,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8333,20753.0,District Heights,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8334,20754.0,Dunkirk,Maryland,MD,Calvert,38.7408,-76.6427,-1.0
8335,20755.0,Fort George G Meade,Maryland,MD,Anne Arundel,39.1059,-76.7467,-1.0
8336,20757.0,Temple Hills,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8337,20758.0,Friendship,Maryland,MD,Anne Arundel,38.7361,-76.5835,-1.0
8338,20759.0,Fulton,Maryland,MD,Howard,39.1502,-76.93,-1.0
8339,20762.0,Andrews Air Force Base,Maryland,MD,Prince George's,38.8062,-76.8756,-1.0
8340,20763.0,Savage,Maryland,MD,Howard,39.138,-76.8218,-1.0
8341,20764.0,Shady Side,Maryland,MD,Anne Arundel,38.8368,-76.5109,-1.0
8342,20765.0,Galesville,Maryland,MD,Anne Arundel,38.8446,-76.5456,-1.0
8344,20769.0,Glenn Dale,Maryland,MD,Prince George's,38.9766,-76.8053,-1.0
8351,20776.0,Harwood,Maryland,MD,Anne Arundel,38.8582,-76.6145,-1.0
8352,20777.0,Highland,Maryland,MD,Howard,39.1843,-76.9686,-1.0
8353,20778.0,West River,Maryland,MD,Anne Arundel,38.8252,-76.5391,-1.0
8354,20779.0,Tracys Landing,Maryland,MD,Anne Arundel,38.7671,-76.5752,-1.0
8355,20780.0,Hyattsville,Maryland,MD,-1,38.9558,-76.9457,-1.0
8356,20781.0,Hyattsville,Maryland,MD,Prince George's,38.9506,-76.9347,-1.0
8357,20782.0,Hyattsville,Maryland,MD,Prince George's,38.9647,-76.9649,-1.0
8358,20783.0,Hyattsville,Maryland,MD,Prince George's,39.0005,-76.9723,-1.0
8359,20784.0,Hyattsville,Maryland,MD,Prince George's,38.9513,-76.8958,-1.0
8360,20785.0,Hyattsville,Maryland,MD,Prince George's,38.9223,-76.8755,-1.0
8361,20787.0,Hyattsville,Maryland,MD,Prince George's,38.9871,-76.9824,-1.0
8362,20788.0,Hyattsville,Maryland,MD,Prince George's,38.9694,-76.9509,-1.0
8363,20789.0,Hyattsville,Maryland,MD,-1,38.9385,-76.9109,-1.0
8364,20790.0,Capitol Heights,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8365,20791.0,Capitol Heights,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8367,20794.0,Jessup,Maryland,MD,Howard,39.1484,-76.7922,-1.0
8368,20797.0,Southern Md Facility,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8369,20799.0,Capitol Heights,Maryland,MD,Prince George's,38.8336,-76.8777,-1.0
8370,20800.0,Suburb Maryland Fac,Maryland,MD,-1,39.0984,-77.1578,-1.0
8371,20810.0,Bethesda,Maryland,MD,-1,38.9806,-77.1008,-1.0
8372,20811.0,Bethesda,Maryland,MD,-1,38.9806,-77.1008,-1.0
8373,20812.0,Glen Echo,Maryland,MD,Montgomery,38.9693,-77.1435,-1.0
8374,20813.0,Bethesda,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8375,20814.0,Bethesda,Maryland,MD,Montgomery,39.0003,-77.1022,-1.0
8376,20815.0,Chevy Chase,Maryland,MD,Montgomery,38.978,-77.082,-1.0
8377,20816.0,Bethesda,Maryland,MD,Montgomery,38.9585,-77.1153,-1.0
8378,20817.0,Bethesda,Maryland,MD,Montgomery,38.9896,-77.1538,-1.0
8379,20818.0,Cabin John,Maryland,MD,Montgomery,38.9743,-77.1591,-1.0
8380,20824.0,Bethesda,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8381,20825.0,Chevy Chase,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8382,20827.0,Bethesda,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8383,20830.0,Olney,Maryland,MD,Montgomery,39.1552,-77.0667,-1.0
8384,20832.0,Olney,Maryland,MD,Montgomery,39.1526,-77.0749,-1.0
8385,20833.0,Brookeville,Maryland,MD,Montgomery,39.1871,-77.0603,-1.0
8386,20837.0,Poolesville,Maryland,MD,Montgomery,39.1386,-77.4067,-1.0
8387,20838.0,Barnesville,Maryland,MD,Montgomery,39.2233,-77.3764,-1.0
8388,20839.0,Beallsville,Maryland,MD,Montgomery,39.1671,-77.4144,-1.0
8389,20841.0,Boyds,Maryland,MD,Montgomery,39.21,-77.3167,-1.0
8390,20842.0,Dickerson,Maryland,MD,Montgomery,39.2126,-77.4199,-1.0
8398,20854.0,Potomac,Maryland,MD,Montgomery,39.0388,-77.1922,-1.0
8399,20855.0,Derwood,Maryland,MD,Montgomery,39.1345,-77.1477,-1.0
8401,20859.0,Potomac,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8402,20860.0,Sandy Spring,Maryland,MD,Montgomery,39.1503,-77.0291,-1.0
8403,20861.0,Ashton,Maryland,MD,Montgomery,39.151,-76.9924,-1.0
8404,20862.0,Brinklow,Maryland,MD,Montgomery,39.1838,-77.0163,-1.0
8405,20866.0,Burtonsville,Maryland,MD,Montgomery,39.0922,-76.9339,-1.0
8406,20868.0,Spencerville,Maryland,MD,Montgomery,39.1223,-76.9722,-1.0
8407,20871.0,Clarksburg,Maryland,MD,Montgomery,39.2637,-77.2736,-1.0
8408,20872.0,Damascus,Maryland,MD,Montgomery,39.2761,-77.2131,-1.0
8409,20874.0,Germantown,Maryland,MD,Montgomery,39.1355,-77.2822,-1.0
8410,20875.0,Germantown,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8411,20876.0,Germantown,Maryland,MD,Montgomery,39.188,-77.2358,-1.0
8412,20877.0,Gaithersburg,Maryland,MD,Montgomery,39.1419,-77.189,-1.0
8413,20878.0,Gaithersburg,Maryland,MD,Montgomery,39.1125,-77.2515,-1.0
8414,20879.0,Gaithersburg,Maryland,MD,Montgomery,39.173,-77.1855,-1.0
8415,20880.0,Washington Grove,Maryland,MD,Montgomery,39.1388,-77.1726,-1.0
8416,20882.0,Gaithersburg,Maryland,MD,Montgomery,39.2335,-77.1458,-1.0
8417,20883.0,Gaithersburg,Maryland,MD,-1,39.0883,-77.1568,-1.0
8418,20884.0,Gaithersburg,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8419,20885.0,Gaithersburg,Maryland,MD,Montgomery,39.1874,-77.2028,-1.0
8420,20886.0,Montgomery Village,Maryland,MD,Montgomery,39.1757,-77.1872,-1.0
8421,20889.0,Bethesda,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8422,20890.0,Suburb Maryland Fac,Maryland,MD,-1,39.0984,-77.1578,-1.0
8423,20891.0,Kensington,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8424,20892.0,Bethesda,Maryland,MD,Montgomery,39.0024,-77.1034,-1.0
8425,20894.0,Bethesda,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8426,20895.0,Kensington,Maryland,MD,Montgomery,39.0298,-77.0793,-1.0
8427,20896.0,Garrett Park,Maryland,MD,Montgomery,39.0365,-77.0931,-1.0
8428,20897.0,Suburb Maryland Fac,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8429,20898.0,Gaithersburg,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8430,20899.0,Gaithersburg,Maryland,MD,Montgomery,39.1403,-77.222,-1.0
8431,20900.0,Silver Spring,Maryland,MD,-1,39.0017,-77.0366,-1.0
8432,20901.0,Silver Spring,Maryland,MD,Montgomery,39.0191,-77.0076,-1.0
8433,20902.0,Silver Spring,Maryland,MD,Montgomery,39.04,-77.0444,-1.0
8434,20903.0,Silver Spring,Maryland,MD,Montgomery,39.0095,-76.9846,-1.0
8435,20904.0,Silver Spring,Maryland,MD,Montgomery,39.0668,-76.9969,-1.0
8436,20905.0,Silver Spring,Maryland,MD,Montgomery,39.1148,-77.0059,-1.0
8437,20906.0,Silver Spring,Maryland,MD,Montgomery,39.084,-77.0613,-1.0
8438,20907.0,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8439,20908.0,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8440,20910.0,Silver Spring,Maryland,MD,Montgomery,38.9982,-77.0338,-1.0
8441,20911.0,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8444,20914.0,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8445,20915.0,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8446,20916.0,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8447,20918.0,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8448,20990.0,Silver Spring,Maryland,MD,-1,38.9905,-77.0262,-1.0
8449,20993.0,Silver Spring,Maryland,MD,-1,39.0336,-76.9861,-1.0
8450,20997.0,Silver Spring,Maryland,MD,Montgomery,39.144,-77.2076,-1.0
8451,21001.0,Aberdeen,Maryland,MD,Harford,39.5109,-76.1805,-1.0
8452,21005.0,Aberdeen Proving Ground,Maryland,MD,Harford,39.4771,-76.1208,-1.0
8453,21009.0,Abingdon,Maryland,MD,Harford,39.4744,-76.2997,-1.0
8454,21010.0,Gunpowder,Maryland,MD,Harford,39.3982,-76.2743,-1.0
8455,21012.0,Arnold,Maryland,MD,Anne Arundel,39.0476,-76.4941,-1.0
8456,21013.0,Baldwin,Maryland,MD,Baltimore,39.5194,-76.4927,-1.0
8459,21017.0,Belcamp,Maryland,MD,Harford,39.4756,-76.242,-1.0
8460,21018.0,Benson,Maryland,MD,Harford,39.5093,-76.3851,-1.0
8461,21020.0,Boring,Maryland,MD,Baltimore,39.5213,-76.8047,-1.0
8462,21021.0,Bradshaw,Maryland,MD,-1,39.4273,-76.3922,-1.0
8463,21022.0,Brooklandville,Maryland,MD,Baltimore,39.3979,-76.6717,-1.0
8464,21023.0,Butler,Maryland,MD,Baltimore,39.533,-76.7432,-1.0
8465,21024.0,Cardiff,Maryland,MD,-1,39.7172,-76.3378,-1.0
8466,21027.0,Chase,Maryland,MD,Baltimore,39.439,-76.5921,-1.0
8467,21028.0,Churchville,Maryland,MD,Harford,39.5648,-76.249,-1.0
8468,21029.0,Clarksville,Maryland,MD,Howard,39.2125,-76.9515,-1.0
8469,21030.0,Cockeysville,Maryland,MD,Baltimore,39.4919,-76.6677,-1.0
8470,21031.0,Hunt Valley,Maryland,MD,Baltimore,39.4805,-76.6553,-1.0
8471,21032.0,Crownsville,Maryland,MD,Anne Arundel,39.0489,-76.5935,-1.0
8472,21034.0,Darlington,Maryland,MD,Harford,39.654,-76.2278,-1.0
8473,21035.0,Davidsonville,Maryland,MD,Anne Arundel,38.9374,-76.6375,-1.0
8474,21036.0,Dayton,Maryland,MD,Howard,39.2339,-76.9968,-1.0
8475,21037.0,Edgewater,Maryland,MD,Anne Arundel,38.9149,-76.5424,-1.0
8476,21040.0,Edgewood,Maryland,MD,Harford,39.4277,-76.3056,-1.0
8480,21044.0,Columbia,Maryland,MD,Howard,39.2141,-76.8788,-1.0
8481,21045.0,Columbia,Maryland,MD,Howard,39.2051,-76.8322,-1.0
8482,21046.0,Columbia,Maryland,MD,Howard,39.1702,-76.8538,-1.0
8483,21047.0,Fallston,Maryland,MD,Harford,39.527,-76.4328,-1.0
8484,21048.0,Finksburg,Maryland,MD,Carroll,39.4991,-76.9101,-1.0
8485,21050.0,Forest Hill,Maryland,MD,Harford,39.5755,-76.4008,-1.0
8486,21051.0,Fork,Maryland,MD,Baltimore,39.4731,-76.4484,-1.0
8487,21052.0,Fort Howard,Maryland,MD,Baltimore,39.207,-76.4456,-1.0
8488,21053.0,Freeland,Maryland,MD,Baltimore,39.694,-76.7223,-1.0
8489,21054.0,Gambrills,Maryland,MD,Anne Arundel,39.0407,-76.6819,-1.0
8490,21055.0,Garrison,Maryland,MD,Baltimore,39.439,-76.5921,-1.0
8491,21056.0,Gibson Island,Maryland,MD,Anne Arundel,39.0751,-76.4324,-1.0
8492,21057.0,Glen Arm,Maryland,MD,Baltimore,39.4575,-76.5153,-1.0
8493,21060.0,Glen Burnie,Maryland,MD,Anne Arundel,39.1702,-76.5798,-1.0
8494,21061.0,Glen Burnie,Maryland,MD,Anne Arundel,39.1618,-76.6297,-1.0
8495,21062.0,Glen Burnie,Maryland,MD,Anne Arundel,38.9742,-76.5949,-1.0
8496,21065.0,Hunt Valley,Maryland,MD,-1,39.4883,-76.6538,-1.0
8497,21071.0,Glyndon,Maryland,MD,Baltimore,39.5157,-76.7661,-1.0
8498,21074.0,Hampstead,Maryland,MD,Carroll,39.6146,-76.8644,-1.0
8499,21075.0,Elkridge,Maryland,MD,Howard,39.2058,-76.7531,-1.0
8500,21076.0,Hanover,Maryland,MD,Anne Arundel,39.1551,-76.7215,-1.0
8501,21077.0,Harmans,Maryland,MD,Anne Arundel,39.1561,-76.6977,-1.0
8502,21078.0,Havre De Grace,Maryland,MD,Harford,39.5523,-76.1171,-1.0
8503,21080.0,Henryton,Maryland,MD,Carroll,39.5347,-77.0493,-1.0
8504,21082.0,Hydes,Maryland,MD,Baltimore,39.474,-76.4695,-1.0
8505,21084.0,Jarrettsville,Maryland,MD,Harford,39.6162,-76.4684,-1.0
8506,21085.0,Joppa,Maryland,MD,Harford,39.4242,-76.3541,-1.0
8507,21087.0,Kingsville,Maryland,MD,Baltimore,39.4558,-76.4147,-1.0
8508,21088.0,Lineboro,Maryland,MD,Carroll,39.5347,-77.0493,-1.0
8509,21090.0,Linthicum Heights,Maryland,MD,Anne Arundel,39.2092,-76.6681,-1.0
8510,21092.0,Long Green,Maryland,MD,Baltimore,39.439,-76.5921,-1.0
8511,21093.0,Lutherville Timonium,Maryland,MD,Baltimore,39.4332,-76.6546,-1.0
8512,21094.0,Lutherville Timonium,Maryland,MD,Baltimore,39.439,-76.5921,-1.0
8513,21098.0,Hanover,Maryland,MD,Anne Arundel,38.9742,-76.5949,-1.0
8514,21101.0,Magnolia,Maryland,MD,-1,39.4047,-76.3248,-1.0
8515,21102.0,Manchester,Maryland,MD,Carroll,39.6747,-76.8941,-1.0
8516,21104.0,Marriottsville,Maryland,MD,Carroll,39.3342,-76.9132,-1.0
8517,21105.0,Maryland Line,Maryland,MD,Baltimore,39.7114,-76.6595,-1.0
8518,21106.0,Mayo,Maryland,MD,Anne Arundel,38.9715,-76.5809,-1.0
8519,21107.0,Millers,Maryland,MD,-1,39.6856,-76.8155,-1.0
8521,21111.0,Monkton,Maryland,MD,Baltimore,39.5662,-76.5979,-1.0
8522,21113.0,Odenton,Maryland,MD,Anne Arundel,39.0762,-76.6996,-1.0
8523,21114.0,Crofton,Maryland,MD,Anne Arundel,39.0112,-76.6802,-1.0
8524,21117.0,Owings Mills,Maryland,MD,Baltimore,39.4269,-76.7769,-1.0
8525,21120.0,Parkton,Maryland,MD,Baltimore,39.6422,-76.6737,-1.0
8526,21122.0,Pasadena,Maryland,MD,Anne Arundel,39.1206,-76.495,-1.0
8527,21123.0,Pasadena,Maryland,MD,Anne Arundel,38.9742,-76.5949,-1.0
8528,21128.0,Perry Hall,Maryland,MD,Baltimore,39.401,-76.451,-1.0
8529,21130.0,Perryman,Maryland,MD,Harford,39.4716,-76.2117,-1.0
8530,21131.0,Phoenix,Maryland,MD,Baltimore,39.4833,-76.5776,-1.0
8531,21132.0,Pylesville,Maryland,MD,Harford,39.6959,-76.4113,-1.0
8532,21133.0,Randallstown,Maryland,MD,Baltimore,39.3746,-76.8002,-1.0
8533,21136.0,Reisterstown,Maryland,MD,Baltimore,39.46,-76.8135,-1.0
8534,21139.0,Riderwood,Maryland,MD,Baltimore,39.439,-76.5921,-1.0
8535,21140.0,Riva,Maryland,MD,Anne Arundel,38.9504,-76.5854,-1.0
8536,21144.0,Severn,Maryland,MD,Anne Arundel,39.1275,-76.698,-1.0
8537,21146.0,Severna Park,Maryland,MD,Anne Arundel,39.0811,-76.5577,-1.0
8538,21150.0,Simpsonville,Maryland,MD,Howard,39.2364,-76.9419,-1.0
8539,21152.0,Sparks Glencoe,Maryland,MD,Baltimore,39.5483,-76.6819,-1.0
8540,21153.0,Stevenson,Maryland,MD,Baltimore,39.4129,-76.7303,-1.0
8541,21154.0,Street,Maryland,MD,Harford,39.6574,-76.3713,-1.0
8542,21155.0,Upperco,Maryland,MD,Baltimore,39.5676,-76.7972,-1.0
8543,21156.0,Upper Falls,Maryland,MD,Baltimore,39.4372,-76.3966,-1.0
8544,21157.0,Westminster,Maryland,MD,Carroll,39.5642,-76.9807,-1.0
8545,21158.0,Westminster,Maryland,MD,Carroll,39.607,-77.0294,-1.0
8546,21160.0,Whiteford,Maryland,MD,Harford,39.7077,-76.316,-1.0
8547,21161.0,White Hall,Maryland,MD,Harford,39.6618,-76.5666,-1.0
8548,21162.0,White Marsh,Maryland,MD,Baltimore,39.3923,-76.4132,-1.0
8549,21163.0,Woodstock,Maryland,MD,Baltimore,39.3498,-76.8456,-1.0
8556,21207.0,Gwynn Oak,Maryland,MD,Baltimore,39.3296,-76.7341,-1.0
8557,21208.0,Pikesville,Maryland,MD,Baltimore,39.3764,-76.729,-1.0
8568,21219.0,Sparrows Point,Maryland,MD,Baltimore,39.2296,-76.4455,-1.0
8569,21220.0,Middle River,Maryland,MD,Baltimore,39.3401,-76.4153,-1.0
8570,21221.0,Essex,Maryland,MD,Baltimore,39.3086,-76.4533,-1.0
8571,21222.0,Dundalk,Maryland,MD,Baltimore,39.2655,-76.4935,-1.0
8574,21225.0,Brooklyn,Maryland,MD,Anne Arundel,39.2259,-76.6153,-1.0
8575,21226.0,Curtis Bay,Maryland,MD,Anne Arundel,39.2109,-76.5597,-1.0
8576,21227.0,Halethorpe,Maryland,MD,Baltimore,39.2309,-76.6969,-1.0
8577,21228.0,Catonsville,Maryland,MD,Baltimore,39.2782,-76.7401,-1.0
8582,21234.0,Parkville,Maryland,MD,Baltimore,39.3876,-76.5418,-1.0
8584,21236.0,Nottingham,Maryland,MD,Baltimore,39.3914,-76.4871,-1.0
8585,21237.0,Rosedale,Maryland,MD,Baltimore,39.3361,-76.5014,-1.0
8589,21244.0,Windsor Mill,Maryland,MD,Baltimore,39.3331,-76.7849,-1.0
8626,21501.0,Cumberland,Maryland,MD,Allegany,39.5807,-78.6906,-1.0
8627,21502.0,Cumberland,Maryland,MD,Allegany,39.5992,-78.8444,-1.0
8628,21503.0,Cumberland,Maryland,MD,Allegany,39.5807,-78.6906,-1.0
8629,21504.0,Cumberland,Maryland,MD,Allegany,39.5807,-78.6906,-1.0
8630,21505.0,Cumberland,Maryland,MD,Allegany,39.594,-78.8434,-1.0
8631,21520.0,Accident,Maryland,MD,Garrett,39.6355,-79.3085,-1.0
8632,21521.0,Barton,Maryland,MD,Allegany,39.5331,-79.0281,-1.0
8633,21522.0,Bittinger,Maryland,MD,Garrett,39.6017,-79.2337,-1.0
8634,21523.0,Bloomington,Maryland,MD,Garrett,39.4861,-79.083,-1.0
8635,21524.0,Corriganville,Maryland,MD,Allegany,39.6967,-78.8031,-1.0
8636,21528.0,Eckhart Mines,Maryland,MD,Allegany,39.6528,-78.9014,-1.0
8637,21529.0,Ellerslie,Maryland,MD,Allegany,39.7083,-78.7774,-1.0
8638,21530.0,Flintstone,Maryland,MD,Allegany,39.6993,-78.5739,-1.0
8639,21531.0,Friendsville,Maryland,MD,Garrett,39.6665,-79.4219,-1.0
8640,21532.0,Frostburg,Maryland,MD,Allegany,39.6494,-78.9306,-1.0
8641,21536.0,Grantsville,Maryland,MD,Garrett,39.6551,-79.1241,-1.0
8642,21538.0,Kitzmiller,Maryland,MD,Garrett,39.4169,-79.2222,-1.0
8643,21539.0,Lonaconing,Maryland,MD,Allegany,39.5757,-78.9915,-1.0
8644,21540.0,Luke,Maryland,MD,Allegany,39.4774,-79.0594,-1.0
8645,21541.0,Mc Henry,Maryland,MD,Garrett,39.5656,-79.3823,-1.0
8646,21542.0,Midland,Maryland,MD,Allegany,39.5951,-78.9431,-1.0
8647,21543.0,Midlothian,Maryland,MD,Allegany,39.6339,-78.9604,-1.0
